user_id,total_swipes,favorite_hall,most_common_meal,avg_wait_sec,persona,dietary_pref
U01726,16,Marciano Commons,breakfast,354.88,residential_central,vegan
U01727,9,Marciano Commons,dinner,338.67,off_campus_plan,halal
U01728,6,Marciano Commons,lunch,213.33,commuter,vegetarian
U01729,10,Marciano Commons,dinner,223.2,residential_central,none
U01730,15,Marciano Commons,lunch,483.0,residential_west,none
U01731,17,Marciano Commons,breakfast,373.35,residential_central,none
U01732,16,Marciano Commons,dinner,314.12,residential_central,vegetarian
U01733,14,Marciano Commons,dinner,385.36,residential_west,none
U01734,14,Marciano Commons,dinner,308.79,residential_east,none
U01735,8,Warren Towers Dining,lunch,650.62,commuter,none
U01736,13,Marciano Commons,dinner,389.85,residential_west,none
U01737,16,Warren Towers Dining,dinner,310.94,residential_east,vegetarian
U01738,11,Marciano Commons,dinner,421.91,residential_west,gluten_free
U01739,13,Marciano Commons,dinner,369.08,residential_west,vegan
U01740,8,Marciano Commons,lunch,225.0,commuter,vegetarian
U01741,9,Warren Towers Dining,lunch,370.78,commuter,vegetarian
U01742,12,West Campus Dining,lunch,337.92,commuter,none
U01743,16,Warren Towers Dining,breakfast,407.88,residential_east,none
U01744,12,Marciano Commons,dinner,357.42,residential_west,halal
U01745,14,West Campus Dining,lunch,323.86,residential_west,none
U01746,14,Marciano Commons,dinner,371.86,residential_east,none
U01747,14,Marciano Commons,breakfast,314.79,residential_east,vegan
U01748,7,Warren Towers Dining,lunch,224.0,commuter,none
U01749,17,Marciano Commons,lunch,415.59,residential_east,none
U01750,14,Sargent Choice Café,dinner,350.71,residential_central,none
U01751,18,Marciano Commons,breakfast,224.78,residential_east,none
U01752,13,Warren Towers Dining,dinner,404.54,residential_east,none
U01753,15,Stuvi2 / towers,dinner,354.4,residential_east,none
U01754,6,Stuvi2 / towers,lunch,286.83,off_campus_plan,vegetarian
U01755,6,Stuvi2 / towers,lunch,270.83,commuter,halal
U01756,7,Marciano Commons,lunch,331.71,off_campus_plan,none
U01757,14,West Campus Dining,lunch,243.86,residential_west,halal
U01758,15,Marciano Commons,lunch,314.07,residential_east,none
U01759,15,Marciano Commons,dinner,355.8,residential_central,none
U01760,14,West Campus Dining,dinner,479.86,residential_west,none
U01761,9,Marciano Commons,lunch,308.44,commuter,vegetarian
U01762,15,Stuvi2 / towers,dinner,254.13,residential_east,none
U01763,12,Marciano Commons,dinner,555.42,residential_west,vegetarian
U01764,10,Stuvi2 / towers,breakfast,379.4,residential_east,vegan
U01765,13,West Campus Dining,dinner,446.0,residential_west,none
U01766,9,Marciano Commons,lunch,431.22,commuter,vegetarian
U01767,13,West Campus Dining,dinner,302.62,residential_west,gluten_free
U01768,11,West Campus Dining,dinner,333.36,residential_west,none
U01769,13,Marciano Commons,dinner,354.77,residential_west,none
U01770,11,West Campus Dining,dinner,331.18,residential_west,vegetarian
U01771,10,Warren Towers Dining,lunch,492.5,commuter,vegetarian
U01772,10,Marciano Commons,lunch,380.3,commuter,none
U01773,6,Sargent Choice Café,lunch,427.67,off_campus_plan,none
U01774,8,Marciano Commons,lunch,416.38,commuter,none
U01775,14,West Campus Dining,dinner,373.43,residential_west,none
U01776,14,Marciano Commons,dinner,310.64,residential_central,none
U01777,12,Marciano Commons,lunch,270.92,residential_west,gluten_free
U01778,15,Stuvi2 / towers,lunch,157.93,residential_east,vegan
U01779,8,Marciano Commons,lunch,315.25,commuter,none
U01780,14,Warren Towers Dining,breakfast,260.64,residential_east,vegetarian
U01781,5,Marciano Commons,lunch,375.4,off_campus_plan,halal
U01782,14,West Campus Dining,lunch,315.79,residential_west,none
U01783,14,Marciano Commons,dinner,339.64,residential_central,none
U01784,12,Sargent Choice Café,lunch,265.08,residential_central,none
U01785,9,Marciano Commons,lunch,210.89,commuter,vegan
U01786,15,Marciano Commons,dinner,417.27,residential_central,none
U01787,16,Marciano Commons,lunch,378.88,residential_central,gluten_free
U01788,14,Marciano Commons,dinner,249.86,residential_east,none
U01789,15,Marciano Commons,lunch,435.73,residential_central,none
U01790,15,Marciano Commons,dinner,318.27,residential_east,none
U01791,8,Warren Towers Dining,lunch,299.62,commuter,none
U01792,10,Marciano Commons,dinner,545.3,residential_central,vegan
U01793,15,Marciano Commons,dinner,464.53,residential_central,gluten_free
U01794,13,Warren Towers Dining,lunch,251.69,residential_east,none
U01795,15,Warren Towers Dining,breakfast,333.53,residential_east,gluten_free
U01796,9,West Campus Dining,lunch,409.89,commuter,halal
U01797,14,Marciano Commons,dinner,340.36,residential_east,none
U01798,13,Marciano Commons,lunch,415.15,residential_east,vegetarian
U01799,16,Marciano Commons,lunch,514.0,residential_east,none
U01800,8,West Campus Dining,lunch,234.75,off_campus_plan,vegetarian
U01801,7,Warren Towers Dining,lunch,361.14,commuter,none
U01802,14,West Campus Dining,dinner,407.0,residential_west,vegetarian
U01803,13,West Campus Dining,dinner,175.85,residential_west,none
U01804,10,West Campus Dining,dinner,585.1,residential_west,vegan
U01805,13,Stuvi2 / towers,lunch,261.0,commuter,halal
U01806,15,Sargent Choice Café,dinner,279.13,residential_central,none
U01807,15,Marciano Commons,dinner,363.6,residential_east,none
U01808,11,Warren Towers Dining,dinner,269.73,residential_east,none
U01809,17,Marciano Commons,lunch,358.59,residential_east,vegetarian
U01810,15,Marciano Commons,dinner,333.0,residential_central,none
U01811,8,Marciano Commons,lunch,355.75,commuter,vegetarian
U01812,14,Warren Towers Dining,breakfast,459.21,residential_east,none
U01813,14,Marciano Commons,breakfast,396.29,residential_east,none
U01814,16,Warren Towers Dining,dinner,384.44,residential_east,none
U01815,9,West Campus Dining,lunch,259.78,off_campus_plan,none
U01816,11,West Campus Dining,dinner,472.82,residential_west,vegan
U01817,7,Warren Towers Dining,lunch,449.29,commuter,gluten_free
U01818,13,Marciano Commons,lunch,401.69,residential_central,none
U01819,16,Marciano Commons,dinner,378.06,residential_west,none
U01820,14,Warren Towers Dining,dinner,301.14,residential_east,none
U01821,18,Marciano Commons,dinner,391.56,residential_east,vegetarian
U01822,15,Sargent Choice Café,dinner,606.8,residential_central,none
U01823,10,Stuvi2 / towers,lunch,479.8,commuter,vegetarian
U01824,15,Marciano Commons,dinner,387.13,residential_central,gluten_free
U01825,15,Sargent Choice Café,lunch,378.67,residential_central,none
U01826,17,Marciano Commons,dinner,374.94,residential_east,vegan
U01827,5,Marciano Commons,lunch,423.6,off_campus_plan,none
U01828,9,West Campus Dining,lunch,500.78,commuter,none
U01829,15,West Campus Dining,dinner,330.07,residential_west,none
U01830,9,Sargent Choice Café,lunch,436.67,off_campus_plan,none
U01831,14,Marciano Commons,dinner,389.64,residential_central,none
U01832,14,Marciano Commons,lunch,228.14,residential_central,none
U01833,8,Marciano Commons,lunch,352.0,commuter,none
U01834,10,Sargent Choice Café,lunch,405.6,commuter,none
U01835,15,Marciano Commons,lunch,322.4,residential_central,vegetarian
U01836,11,Stuvi2 / towers,lunch,544.0,residential_east,halal
U01837,11,Marciano Commons,lunch,228.55,residential_west,none
U01838,7,Marciano Commons,lunch,552.57,off_campus_plan,none
U01839,17,Stuvi2 / towers,dinner,446.0,residential_east,none
U01840,15,Marciano Commons,dinner,170.27,residential_west,halal
U01841,15,West Campus Dining,breakfast,232.47,residential_west,vegetarian
U01842,13,West Campus Dining,lunch,199.46,residential_west,none
U01843,12,Marciano Commons,dinner,528.0,residential_central,none
U01844,6,Stuvi2 / towers,dinner,280.67,off_campus_plan,none
U01845,15,Marciano Commons,dinner,189.93,residential_east,none
U01846,13,Marciano Commons,dinner,271.85,residential_east,gluten_free
U01847,16,Marciano Commons,dinner,311.31,residential_east,halal
U01848,8,Marciano Commons,lunch,400.0,commuter,none
U01849,15,Sargent Choice Café,dinner,431.47,residential_central,none
U01850,14,West Campus Dining,dinner,464.64,residential_west,none
U01851,10,Warren Towers Dining,lunch,262.7,commuter,none
U01852,8,Marciano Commons,lunch,270.5,commuter,halal
U01853,6,Warren Towers Dining,lunch,312.17,commuter,none
U01854,6,West Campus Dining,lunch,357.33,off_campus_plan,none
U01855,12,Marciano Commons,lunch,481.25,residential_east,none
U01856,11,West Campus Dining,lunch,451.27,commuter,vegan
U01857,15,Marciano Commons,lunch,370.4,residential_west,vegetarian
U01858,6,Warren Towers Dining,lunch,317.83,commuter,none
U01859,11,Sargent Choice Café,lunch,273.18,commuter,none
U01860,10,Warren Towers Dining,lunch,196.9,commuter,none
U01861,16,Marciano Commons,dinner,407.0,residential_central,gluten_free
U01862,14,Stuvi2 / towers,lunch,309.64,residential_east,none
U01863,14,Sargent Choice Café,dinner,352.71,residential_central,none
U01864,7,Warren Towers Dining,lunch,210.43,off_campus_plan,none
U01865,7,Marciano Commons,lunch,456.71,off_campus_plan,vegan
U01866,12,Marciano Commons,dinner,390.42,residential_east,none
U01867,17,Marciano Commons,dinner,460.24,residential_east,none
U01868,15,Marciano Commons,lunch,333.8,residential_east,vegetarian
U01869,9,Stuvi2 / towers,lunch,479.89,commuter,vegetarian
U01870,11,Stuvi2 / towers,lunch,488.73,commuter,vegetarian
U01871,15,Marciano Commons,dinner,354.67,residential_east,halal
U01872,13,Marciano Commons,dinner,371.15,residential_central,none
U01873,9,Marciano Commons,lunch,228.56,commuter,none
U01874,7,Marciano Commons,lunch,376.0,commuter,gluten_free
U01875,13,Marciano Commons,lunch,382.77,residential_central,none
U01876,15,Marciano Commons,lunch,513.6,residential_central,vegetarian
U01877,13,Sargent Choice Café,dinner,392.08,residential_central,vegetarian
U01878,11,West Campus Dining,dinner,443.82,residential_west,none
U01879,15,Marciano Commons,dinner,421.2,residential_central,none
U01880,16,Sargent Choice Café,dinner,459.19,residential_central,vegan
U01881,10,Stuvi2 / towers,lunch,237.1,commuter,vegan
U01882,17,Sargent Choice Café,breakfast,339.94,residential_central,vegetarian
U01883,7,Stuvi2 / towers,lunch,172.29,commuter,none
U01884,11,Warren Towers Dining,dinner,377.0,residential_east,none
U01885,16,Marciano Commons,breakfast,347.75,residential_west,none
U01886,13,Marciano Commons,dinner,402.23,residential_east,none
U01887,15,Marciano Commons,dinner,379.2,residential_east,none
U01888,8,Marciano Commons,lunch,325.12,commuter,gluten_free
U01889,7,Marciano Commons,lunch,288.71,off_campus_plan,vegan
U01890,13,Marciano Commons,dinner,428.77,residential_east,vegetarian
U01891,11,Marciano Commons,dinner,489.09,residential_west,none
U01892,9,Marciano Commons,lunch,299.33,commuter,none
U01893,14,Marciano Commons,dinner,225.21,residential_east,gluten_free
U01894,16,Marciano Commons,dinner,458.19,residential_central,none
U01895,10,West Campus Dining,lunch,269.5,commuter,none
U01896,14,Marciano Commons,dinner,199.79,residential_central,none
U01897,15,Marciano Commons,dinner,321.0,residential_east,halal
U01898,14,Marciano Commons,dinner,447.0,residential_west,halal
U01899,8,Sargent Choice Café,lunch,400.25,commuter,none
U01900,15,Marciano Commons,dinner,495.33,residential_central,halal
U01901,17,Marciano Commons,dinner,465.35,residential_east,none
U01902,8,West Campus Dining,lunch,302.38,commuter,none
U01903,14,Stuvi2 / towers,lunch,384.21,residential_east,halal
U01904,7,Stuvi2 / towers,dinner,622.57,commuter,halal
U01905,16,Marciano Commons,dinner,457.69,residential_east,vegetarian
U01906,5,Marciano Commons,lunch,555.0,off_campus_plan,vegetarian
U01907,14,Marciano Commons,dinner,325.71,residential_west,vegan
U01908,13,Marciano Commons,dinner,234.46,residential_west,vegan
U01909,14,Marciano Commons,dinner,302.07,residential_east,halal
U01910,15,West Campus Dining,dinner,332.07,residential_west,vegetarian
U01911,11,Sargent Choice Café,lunch,264.82,commuter,gluten_free
U01912,13,Stuvi2 / towers,dinner,225.69,off_campus_plan,gluten_free
U01913,14,Marciano Commons,dinner,508.79,residential_west,none
U01914,14,Marciano Commons,lunch,338.86,residential_west,halal
U01915,7,Warren Towers Dining,lunch,155.29,commuter,none
U01916,8,Warren Towers Dining,lunch,736.0,commuter,none
U01917,14,Sargent Choice Café,dinner,432.07,residential_central,vegetarian
U01918,15,Marciano Commons,lunch,317.0,residential_west,none
U01919,15,West Campus Dining,lunch,471.33,residential_west,none
U01920,13,Marciano Commons,dinner,269.15,residential_central,halal
U01921,17,Marciano Commons,dinner,435.53,residential_east,none
U01922,14,Marciano Commons,dinner,408.57,residential_central,none
U01923,15,West Campus Dining,lunch,347.73,residential_west,gluten_free
U01924,7,Warren Towers Dining,lunch,256.57,commuter,none
U01925,17,Stuvi2 / towers,dinner,437.24,residential_east,none
U01926,16,Sargent Choice Café,dinner,501.69,residential_central,none
U01927,10,Marciano Commons,dinner,435.7,residential_west,none
U01928,15,Marciano Commons,dinner,339.73,residential_central,vegetarian
U01929,17,Warren Towers Dining,lunch,357.12,residential_east,vegan
U01930,14,Marciano Commons,dinner,483.5,residential_central,none
U01931,15,Marciano Commons,dinner,373.87,residential_central,vegan
U01932,16,Marciano Commons,dinner,379.56,residential_central,none
U01933,16,Sargent Choice Café,dinner,519.0,residential_central,none
U01934,13,Marciano Commons,dinner,276.31,residential_central,vegetarian
U01935,8,Marciano Commons,lunch,314.12,commuter,vegetarian
U01936,13,Marciano Commons,lunch,366.23,residential_east,vegetarian
U01937,10,Marciano Commons,lunch,284.2,commuter,none
U01938,10,West Campus Dining,dinner,453.0,residential_west,none
U01939,15,Stuvi2 / towers,dinner,268.47,residential_east,none
U01940,15,Marciano Commons,dinner,302.53,residential_east,none
U01941,15,West Campus Dining,dinner,340.6,residential_west,vegetarian
U01942,9,Sargent Choice Café,lunch,354.44,commuter,none
U01943,9,Marciano Commons,lunch,471.56,commuter,vegan
U01944,9,Marciano Commons,lunch,203.56,commuter,none
U01945,10,Marciano Commons,dinner,197.4,residential_central,none
U01946,11,West Campus Dining,dinner,369.36,residential_west,none
U01947,15,Marciano Commons,lunch,218.2,residential_east,none
U01948,14,West Campus Dining,dinner,278.71,residential_west,halal
U01949,11,Marciano Commons,dinner,462.82,residential_west,none
U01950,11,Marciano Commons,lunch,542.09,residential_east,none
U01951,15,Marciano Commons,dinner,305.2,residential_east,halal
U01952,17,Sargent Choice Café,dinner,417.59,residential_central,vegetarian
U01953,11,Warren Towers Dining,lunch,191.0,commuter,none
U01954,3,Marciano Commons,dinner,510.0,off_campus_plan,none
U01955,4,Marciano Commons,lunch,301.5,off_campus_plan,vegetarian
U01956,17,Marciano Commons,dinner,361.24,residential_central,gluten_free
U01957,16,Marciano Commons,dinner,434.44,residential_west,halal
U01958,16,Sargent Choice Café,dinner,479.0,residential_central,none
U01959,11,Warren Towers Dining,lunch,213.36,commuter,gluten_free
U01960,11,Marciano Commons,dinner,354.55,residential_east,none
U01961,14,Marciano Commons,dinner,309.14,residential_west,none
U01962,8,Sargent Choice Café,lunch,533.5,commuter,halal
U01963,13,Marciano Commons,breakfast,395.0,residential_west,none
U01964,15,Marciano Commons,lunch,284.13,residential_central,none
U01965,13,Sargent Choice Café,dinner,331.38,residential_central,none
U01966,14,Stuvi2 / towers,dinner,239.79,residential_east,none
U01967,12,West Campus Dining,dinner,260.58,residential_west,vegan
U01968,13,Marciano Commons,dinner,555.31,residential_west,vegetarian
U01969,12,Marciano Commons,lunch,187.33,residential_east,none
U01970,13,Warren Towers Dining,dinner,398.77,residential_east,none
U01971,10,Warren Towers Dining,lunch,354.5,commuter,gluten_free
U01972,15,Stuvi2 / towers,dinner,281.87,residential_east,vegan
U01973,17,Marciano Commons,dinner,387.35,residential_central,none
U01974,14,Marciano Commons,lunch,403.21,residential_west,gluten_free
U01975,5,Warren Towers Dining,lunch,354.8,off_campus_plan,vegetarian
U01976,15,Warren Towers Dining,dinner,430.8,residential_east,none
U01977,11,Marciano Commons,dinner,420.55,residential_west,none
U01978,7,Marciano Commons,lunch,501.43,commuter,none
U01979,6,Marciano Commons,lunch,731.33,commuter,vegetarian
U01980,15,Stuvi2 / towers,dinner,282.67,residential_east,none
U01981,6,Sargent Choice Café,lunch,410.5,commuter,none
U01982,13,Marciano Commons,dinner,369.92,residential_west,none
U01983,13,Marciano Commons,lunch,263.31,residential_west,gluten_free
U01984,14,Stuvi2 / towers,lunch,247.79,residential_east,none
U01985,13,Warren Towers Dining,dinner,429.31,residential_east,halal
U01986,10,Marciano Commons,lunch,343.7,commuter,gluten_free
U01987,12,Marciano Commons,dinner,435.17,residential_west,none
U01988,16,Marciano Commons,lunch,360.69,residential_west,none
U01989,6,Marciano Commons,lunch,311.83,commuter,none
U01990,9,West Campus Dining,lunch,563.22,commuter,halal
U01991,16,Marciano Commons,dinner,430.44,residential_east,none
U01992,18,Sargent Choice Café,breakfast,623.17,residential_central,none
U01993,13,Stuvi2 / towers,dinner,438.46,residential_east,none
U01994,8,Sargent Choice Café,lunch,388.5,commuter,none
U01995,14,Marciano Commons,lunch,269.71,residential_central,gluten_free
U01996,5,Marciano Commons,lunch,512.2,off_campus_plan,vegetarian
U01997,11,Marciano Commons,dinner,337.73,residential_east,halal
U01998,15,Stuvi2 / towers,lunch,403.07,residential_east,none
U01999,11,Marciano Commons,lunch,421.45,residential_west,none
U02000,13,Marciano Commons,dinner,263.15,residential_east,gluten_free
U02001,13,Warren Towers Dining,dinner,281.23,residential_east,none
U02002,6,Marciano Commons,lunch,209.17,off_campus_plan,gluten_free
U02003,16,Marciano Commons,lunch,299.69,residential_east,none
U02004,10,Stuvi2 / towers,dinner,302.9,residential_east,none
U02005,8,West Campus Dining,lunch,279.75,commuter,vegetarian
U02006,17,Marciano Commons,dinner,226.06,residential_west,gluten_free
U02007,6,Warren Towers Dining,lunch,490.0,commuter,gluten_free
U02008,15,Warren Towers Dining,breakfast,421.4,residential_east,none
U02009,16,Marciano Commons,dinner,407.5,residential_west,none
U02010,17,Marciano Commons,dinner,488.0,residential_east,vegetarian
U02011,14,Marciano Commons,lunch,528.93,residential_east,vegetarian
U02012,9,Marciano Commons,lunch,444.44,off_campus_plan,vegan
U02013,13,Stuvi2 / towers,dinner,261.38,residential_east,none
U02014,14,Sargent Choice Café,dinner,308.93,residential_central,gluten_free
U02015,15,Marciano Commons,dinner,312.53,residential_west,vegetarian
U02016,16,Marciano Commons,lunch,255.44,residential_west,halal
U02017,9,Marciano Commons,lunch,582.22,commuter,none
U02018,13,Warren Towers Dining,dinner,328.62,residential_east,none
U02019,17,Marciano Commons,lunch,469.29,residential_central,gluten_free
U02020,5,Sargent Choice Café,lunch,356.8,off_campus_plan,vegetarian
U02021,15,Sargent Choice Café,dinner,307.2,residential_central,halal
U02022,6,Marciano Commons,lunch,234.5,off_campus_plan,gluten_free
U02023,15,Marciano Commons,dinner,329.87,residential_east,vegetarian
U02024,18,West Campus Dining,lunch,345.83,residential_west,none
U02025,11,Marciano Commons,lunch,345.45,residential_east,none
U02026,9,Sargent Choice Café,lunch,385.89,commuter,none
U02027,9,Warren Towers Dining,lunch,273.22,off_campus_plan,none
U02028,15,Warren Towers Dining,lunch,305.33,residential_east,none
U02029,11,Marciano Commons,dinner,224.45,residential_central,none
U02030,14,Warren Towers Dining,dinner,466.86,residential_east,none
U02031,17,Marciano Commons,lunch,413.59,residential_central,none
U02032,13,Marciano Commons,dinner,359.92,residential_west,none
U02033,7,Warren Towers Dining,dinner,439.0,off_campus_plan,none
U02034,15,Sargent Choice Café,dinner,160.8,residential_central,none
U02035,15,Marciano Commons,lunch,184.4,residential_west,vegetarian
U02036,17,Stuvi2 / towers,dinner,249.88,residential_east,none
U02037,11,Marciano Commons,dinner,317.82,residential_east,none
U02038,13,Warren Towers Dining,lunch,368.31,residential_east,vegetarian
U02039,16,Warren Towers Dining,dinner,355.25,residential_east,halal
U02040,9,Marciano Commons,lunch,453.22,commuter,none
U02041,16,Sargent Choice Café,dinner,430.12,residential_central,vegetarian
U02042,13,Marciano Commons,dinner,366.69,residential_central,gluten_free
U02043,13,Marciano Commons,dinner,267.62,residential_east,halal
U02044,5,Sargent Choice Café,lunch,363.4,commuter,none
U02045,9,Marciano Commons,lunch,469.22,commuter,vegetarian
U02046,17,Stuvi2 / towers,lunch,344.41,residential_east,none
U02047,10,Marciano Commons,lunch,371.9,commuter,vegetarian
U02048,14,Marciano Commons,dinner,482.29,residential_central,gluten_free
U02049,16,Marciano Commons,breakfast,430.94,residential_east,none
U02050,13,Marciano Commons,lunch,379.08,residential_west,gluten_free
U02051,12,Marciano Commons,lunch,365.33,residential_west,none
U02052,13,Warren Towers Dining,lunch,373.85,residential_east,gluten_free
U02053,6,Sargent Choice Café,dinner,166.33,off_campus_plan,vegetarian
U02054,12,Marciano Commons,lunch,268.58,commuter,none
U02055,16,Marciano Commons,lunch,284.38,residential_central,vegetarian
U02056,14,West Campus Dining,lunch,308.0,residential_west,none
U02057,12,Marciano Commons,dinner,171.17,residential_west,none
U02058,18,Marciano Commons,dinner,346.06,residential_central,halal
U02059,16,Marciano Commons,dinner,263.06,residential_central,none
U02060,17,Marciano Commons,dinner,469.35,residential_east,vegan
U02061,14,Sargent Choice Café,lunch,545.0,residential_central,none
U02062,10,Marciano Commons,lunch,435.7,commuter,none
U02063,15,West Campus Dining,dinner,306.4,residential_west,gluten_free
U02064,13,Marciano Commons,dinner,349.0,residential_east,none
U02065,8,Marciano Commons,lunch,338.0,commuter,vegetarian
U02066,16,Stuvi2 / towers,dinner,365.38,residential_east,vegetarian
U02067,15,Warren Towers Dining,lunch,435.27,residential_east,vegetarian
U02068,12,Stuvi2 / towers,dinner,428.0,residential_east,halal
U02069,13,West Campus Dining,dinner,406.62,residential_west,vegetarian
U02070,9,West Campus Dining,lunch,261.78,commuter,none
U02071,15,Marciano Commons,dinner,600.93,residential_central,halal
U02072,19,Warren Towers Dining,dinner,486.26,residential_east,none
U02073,8,Marciano Commons,lunch,492.0,commuter,none
U02074,8,Marciano Commons,lunch,397.75,commuter,gluten_free
U02075,11,West Campus Dining,lunch,416.45,commuter,vegetarian
U02076,14,Marciano Commons,dinner,423.29,residential_east,vegan
U02077,19,West Campus Dining,lunch,354.32,residential_west,vegetarian
U02078,6,Marciano Commons,dinner,432.17,off_campus_plan,halal
U02079,8,Marciano Commons,lunch,243.88,commuter,gluten_free
U02080,16,Marciano Commons,dinner,338.12,residential_east,none
U02081,13,Stuvi2 / towers,breakfast,187.31,residential_east,none
U02082,15,Marciano Commons,lunch,295.4,residential_west,none
U02083,5,Sargent Choice Café,lunch,454.2,off_campus_plan,vegetarian
U02084,14,Marciano Commons,dinner,383.64,residential_central,none
U02085,15,Marciano Commons,lunch,417.8,residential_west,none
U02086,17,Marciano Commons,dinner,285.94,residential_east,none
U02087,15,Marciano Commons,breakfast,484.33,residential_central,gluten_free
U02088,8,West Campus Dining,lunch,529.12,commuter,vegetarian
U02089,17,Marciano Commons,dinner,287.71,residential_west,none
U02090,5,Sargent Choice Café,breakfast,495.4,commuter,none
U02091,6,Sargent Choice Café,dinner,310.83,off_campus_plan,none
U02092,17,Marciano Commons,breakfast,408.71,residential_east,none
U02093,15,Marciano Commons,dinner,519.07,residential_central,none
U02094,12,Marciano Commons,dinner,383.5,residential_west,halal
U02095,9,Sargent Choice Café,dinner,426.89,commuter,gluten_free
U02096,13,Sargent Choice Café,dinner,514.62,residential_central,none
U02097,16,Sargent Choice Café,dinner,309.81,residential_central,none
U02098,10,Sargent Choice Café,lunch,325.2,commuter,none
U02099,11,Marciano Commons,dinner,412.64,residential_west,none
U02100,7,Stuvi2 / towers,lunch,244.71,off_campus_plan,none
U02101,13,Sargent Choice Café,dinner,527.08,residential_central,none
U02102,14,Marciano Commons,breakfast,300.64,residential_east,none
U02103,16,Sargent Choice Café,dinner,376.0,residential_central,vegan
U02104,8,Marciano Commons,lunch,361.62,commuter,vegetarian
U02105,13,Marciano Commons,dinner,412.31,residential_west,vegetarian
U02106,11,West Campus Dining,lunch,538.82,commuter,none
U02107,12,Marciano Commons,dinner,308.25,off_campus_plan,halal
U02108,17,Warren Towers Dining,dinner,397.12,residential_east,gluten_free
U02109,7,Warren Towers Dining,dinner,452.29,off_campus_plan,none
U02110,13,Marciano Commons,lunch,425.23,residential_east,none
U02111,15,Marciano Commons,dinner,423.73,residential_east,none
U02112,18,Marciano Commons,dinner,255.67,residential_east,none
U02113,9,Marciano Commons,lunch,619.11,commuter,none
U02114,16,Marciano Commons,dinner,395.31,residential_central,vegetarian
U02115,16,Warren Towers Dining,lunch,411.75,residential_east,none
U02116,13,Marciano Commons,lunch,307.08,residential_west,none
U02117,16,Marciano Commons,lunch,347.06,residential_central,none
U02118,16,Marciano Commons,dinner,459.44,residential_east,gluten_free
U02119,6,Marciano Commons,lunch,253.0,commuter,none
U02120,7,Stuvi2 / towers,lunch,397.71,commuter,vegetarian
U02121,13,Sargent Choice Café,dinner,325.23,residential_central,none
U02122,4,Marciano Commons,dinner,137.0,off_campus_plan,none
U02123,14,West Campus Dining,lunch,248.07,residential_west,vegetarian
U02124,9,Stuvi2 / towers,lunch,461.67,off_campus_plan,none
U02125,14,Marciano Commons,dinner,346.43,residential_central,none
U02126,14,Marciano Commons,lunch,451.64,residential_central,none
U02127,12,Marciano Commons,dinner,497.33,residential_east,vegetarian
U02128,8,Stuvi2 / towers,lunch,595.75,commuter,vegetarian
U02129,15,Marciano Commons,lunch,275.27,residential_west,none
U02130,15,Marciano Commons,dinner,307.8,residential_east,vegetarian
U02131,12,Marciano Commons,dinner,327.58,residential_east,none
U02132,13,Sargent Choice Café,lunch,442.31,residential_central,vegetarian
U02133,15,Marciano Commons,dinner,409.4,residential_central,none
U02134,8,Marciano Commons,lunch,412.88,commuter,vegetarian
U02135,9,Warren Towers Dining,lunch,253.89,commuter,gluten_free
U02136,16,Warren Towers Dining,dinner,531.12,residential_east,gluten_free
U02137,10,West Campus Dining,lunch,333.1,commuter,none
U02138,17,Marciano Commons,dinner,558.18,residential_east,halal
U02139,9,Marciano Commons,lunch,413.0,commuter,none
U02140,8,West Campus Dining,lunch,424.38,commuter,gluten_free
U02141,14,Sargent Choice Café,dinner,312.86,residential_central,none
U02142,9,Stuvi2 / towers,lunch,302.44,commuter,none
U02143,14,West Campus Dining,dinner,250.64,residential_west,none
U02144,11,Marciano Commons,dinner,273.09,residential_west,none
U02145,9,Stuvi2 / towers,lunch,308.89,commuter,vegetarian
U02146,14,West Campus Dining,dinner,374.64,residential_west,gluten_free
U02147,15,Marciano Commons,breakfast,323.6,residential_west,vegetarian
U02148,14,Marciano Commons,dinner,259.21,residential_west,vegetarian
U02149,9,Stuvi2 / towers,lunch,271.33,commuter,vegan
U02150,14,West Campus Dining,dinner,501.0,residential_west,none
U02151,13,Marciano Commons,dinner,323.85,residential_east,none
U02152,12,West Campus Dining,lunch,523.75,commuter,none
U02153,10,Stuvi2 / towers,lunch,357.0,commuter,none
U02154,12,Marciano Commons,breakfast,384.0,residential_east,none
U02155,17,Warren Towers Dining,breakfast,245.47,residential_east,none
U02156,14,Marciano Commons,lunch,240.0,residential_east,none
U02157,10,Marciano Commons,dinner,254.8,residential_west,none
U02158,11,West Campus Dining,dinner,327.27,residential_west,halal
U02159,12,West Campus Dining,lunch,508.92,commuter,none
U02160,14,Marciano Commons,dinner,355.21,residential_central,none
U02161,18,Marciano Commons,dinner,409.61,residential_central,vegetarian
U02162,14,Marciano Commons,lunch,177.14,residential_west,none
U02163,10,Warren Towers Dining,lunch,444.8,commuter,none
U02164,14,Marciano Commons,lunch,329.29,residential_west,none
U02165,8,Marciano Commons,dinner,430.25,off_campus_plan,none
U02166,15,Sargent Choice Café,dinner,395.93,residential_central,none
U02167,14,Marciano Commons,dinner,401.14,residential_east,none
U02168,13,Sargent Choice Café,dinner,584.0,residential_central,vegetarian
U02169,14,West Campus Dining,lunch,434.64,residential_west,vegetarian
U02170,17,Marciano Commons,lunch,310.24,residential_central,none
U02171,18,Marciano Commons,dinner,342.5,residential_east,none
U02172,16,Marciano Commons,dinner,379.94,residential_east,none
U02173,9,West Campus Dining,lunch,449.11,commuter,halal
